sample_id,whisper_word_position,token_piece_position,whisper_token,start_time_wav_s,end_time_wav_s,start_time_source_s,end_time_source_s,duration_s,probability,automatic_flags
-tPCytz4rww$_$12,5,1,than,0.84,1.24,0.84,1.24,0.4,0.9781556129455566,
-tPCytz4rww$_$12,6,1,800,1.24,1.52,1.24,1.52,0.28,0.9217308759689331,
-tPCytz4rww$_$12,7,1,square,1.52,1.94,1.52,1.94,0.41999999999999993,0.9900258779525757,
-tPCytz4rww$_$12,8,1,feet,1.94,2.3,1.94,2.3,0.3599999999999999,0.9987353682518005,
-tPCytz4rww$_$12,9,1,and,2.64,2.68,2.64,2.68,0.040000000000000036,0.6465359330177307,
-tPCytz4rww$_$12,10,1,going,2.68,2.74,2.68,2.74,0.06000000000000005,0.6419175267219543,
-tPCytz4rww$_$12,11,1,to,2.74,2.82,2.74,2.82,0.07999999999999963,0.9980418682098389,
-tPCytz4rww$_$12,12,1,be,2.82,2.92,2.82,2.92,0.10000000000000009,0.997901439666748,
-tPCytz4rww$_$12,13,1,similar,2.92,3.38,2.92,3.38,0.45999999999999996,0.9818235635757446,
-tPCytz4rww$_$12,14,1,with,3.38,5.68,3.38,5.68,2.3,0.6421857476234436,very_long_duration_review
-tPCytz4rww$_$12,15,1,bedrooms,5.68,6.14,5.68,6.14,0.45999999999999996,0.9810382723808289,
-tPCytz4rww$_$12,16,1,and,6.14,6.38,6.14,6.38,0.2400000000000002,0.9897302389144897,
-tPCytz4rww$_$12,17,1,bathrooms,6.38,6.74,6.38,6.74,0.3600000000000003,0.9927821159362793,
-tPCytz4rww$_$12,18,1,as,6.74,7.0,6.74,7.0,0.2599999999999998,0.890744149684906,
-tPCytz4rww$_$12,19,1,well,7.0,7.28,7.0,7.28,0.28000000000000025,0.9995425939559937,
-tPCytz4rww$_$12,20,1,and,7.92,8.1,7.92,8.1,0.17999999999999972,0.9946659803390503,
-tPCytz4rww$_$12,21,1,hopefully,8.1,8.68,8.1,8.68,0.5800000000000001,0.9748132228851318,
-tPCytz4rww$_$12,22,1,the,8.68,9.24,8.68,9.24,0.5600000000000005,0.9113833904266357,
-tPCytz4rww$_$12,23,1,complexes,9.24,9.74,9.24,9.74,0.5,0.8889870643615723,
-tPCytz4rww$_$12,24,1,have,9.74,10.04,9.74,10.04,0.29999999999999893,0.7214988470077515,
-tPCytz4rww$_$12,25,1,similar,10.04,10.5,10.04,10.5,0.46000000000000085,0.9863501191139221,
-tPCytz4rww$_$12,26,1,amenities,10.5,11.02,10.5,11.02,0.5199999999999996,0.9986774325370789,
-tPCytz4rww$_$16,1,1,So,0.0,0.72,0.0,0.72,0.72,0.6252650022506714,
-tPCytz4rww$_$16,2,1,make,0.78,1.08,0.78,1.08,0.30000000000000004,0.9943060278892517,
-tPCytz4rww$_$16,3,1,sure,1.08,1.34,1.08,1.34,0.26,0.998728334903717,
-tPCytz4rww$_$16,4,1,to,1.34,1.74,1.34,1.74,0.3999999999999999,0.9936607480049133,
-tPCytz4rww$_$16,5,1,get,1.74,2.02,1.74,2.02,0.28,0.7616420388221741,
-tPCytz4rww$_$16,6,1,a,2.02,2.16,2.02,2.16,0.14000000000000012,0.9863457083702087,
-tPCytz4rww$_$16,7,1,thorough,2.16,2.52,2.16,2.52,0.3599999999999999,0.9862013459205627,
-tPCytz4rww$_$16,8,1,or,3.72,3.96,3.72,3.96,0.23999999999999977,0.791222870349884,
-tPCytz4rww$_$16,9,1,to,3.96,4.34,3.96,4.34,0.3799999999999999,0.9425258040428162,
-tPCytz4rww$_$16,10,1,do,4.34,4.54,4.34,4.54,0.20000000000000018,0.9982774257659912,
-tPCytz4rww$_$16,11,1,a,4.54,4.7,4.54,4.7,0.16000000000000014,0.9909971952438354,
-tPCytz4rww$_$16,12,1,thorough,4.7,5.02,4.7,5.02,0.3199999999999994,0.9992247819900513,
-tPCytz4rww$_$16,13,1,cleaning,5.02,5.44,5.02,5.44,0.4200000000000008,0.9702726602554321,
-tPCytz4rww$_$16,14,1,of,5.44,5.92,5.44,5.92,0.47999999999999954,0.9856312274932861,
-tPCytz4rww$_$16,15,1,the,5.92,6.08,5.92,6.08,0.16000000000000014,0.9987780451774597,
-tPCytz4rww$_$16,16,1,property,6.08,6.48,6.08,6.48,0.40000000000000036,0.9990501999855042,
-tPCytz4rww$_$16,17,1,if,6.48,6.92,6.48,6.92,0.4399999999999995,0.6660834550857544,
-tPCytz4rww$_$16,18,1,you,6.92,7.02,6.92,7.02,0.09999999999999964,0.9933753609657288,
-tPCytz4rww$_$16,19,1,need,7.02,7.1,7.02,7.1,0.08000000000000007,0.9808001518249512,
-tPCytz4rww$_$18,1,1,out,0.0,0.2,0.0,0.2,0.2,0.8346676826477051,
-tPCytz4rww$_$18,2,1,do,0.42,0.66,0.42,0.66,0.24000000000000005,0.9838528633117676,
-tPCytz4rww$_$18,3,1,so,0.66,0.98,0.66,0.98,0.31999999999999995,0.9969848990440369,
-tPCytz4rww$_$18,4,1,and,1.34,1.62,1.34,1.62,0.28,0.9885764718055725,
-tPCytz4rww$_$18,5,1,as,1.62,1.76,1.62,1.76,0.1399999999999999,0.9615252614021301,
-tPCytz4rww$_$18,6,1,well,1.76,2.06,1.76,2.06,0.30000000000000004,0.9986240863800049,
-tPCytz4rww$_$18,7,1,you'll,2.28,2.76,2.28,2.76,0.48,0.925558477640152,
-tPCytz4rww$_$18,8,1,also,2.76,3.02,2.76,3.02,0.26000000000000023,0.9946458339691162,
-tPCytz4rww$_$18,9,1,want,3.02,3.3,3.02,3.3,0.2799999999999998,0.9931962490081787,
-tPCytz4rww$_$18,10,1,to,3.3,3.56,3.3,3.56,0.26000000000000023,0.9979730248451233,
-tPCytz4rww$_$18,11,1,remove,3.56,3.88,3.56,3.88,0.31999999999999984,0.9987711310386658,
-tPCytz4rww$_$18,12,1,any,3.88,4.1,3.88,4.1,0.21999999999999975,0.9959582686424255,
-tPCytz4rww$_$18,13,1,clutter,4.1,4.44,4.1,4.44,0.34000000000000075,0.9963366985321045,
-tPCytz4rww$_$18,14,1,from,4.44,4.68,4.44,4.68,0.23999999999999932,0.9950980544090271,
-tPCytz4rww$_$18,15,1,the,4.68,4.8,4.68,4.8,0.1200000000000001,0.9956680536270142,
-tPCytz4rww$_$18,16,1,home,4.8,4.96,4.8,4.96,0.16000000000000014,0.9946712851524353,
-tPCytz4rww$_$18,17,1,that,4.96,5.14,4.96,5.14,0.17999999999999972,0.9733683466911316,
-tPCytz4rww$_$18,18,1,you've,5.14,5.34,5.14,5.34,0.20000000000000018,0.9883977472782135,
-tPCytz4rww$_$18,19,1,accumulated,5.34,5.86,5.34,5.86,0.5200000000000005,0.9898937344551086,
-tPCytz4rww$_$18,20,1,over,5.86,6.54,5.86,6.54,0.6799999999999997,0.6519677639007568,
-tPCytz4rww$_$18,21,1,a,6.54,6.54,6.54,6.54,0.0,0.1023733988404274,nonpositive_duration
-tPCytz4rww$_$18,22,1,period,6.54,6.54,6.54,6.54,0.0,0.17116135358810425,nonpositive_duration
-tPCytz4rww$_$18,23,1,of,6.54,6.54,6.54,6.54,0.0,0.983130693435669,nonpositive_duration
-tPCytz4rww$_$18,24,1,time,6.54,6.54,6.54,6.54,0.0,0.7538908123970032,nonpositive_duration
-vxjVxOeScU$_$4,1,1,You're,0.0,0.68,0.0,0.68,0.68,0.6806266605854034,
-vxjVxOeScU$_$4,2,1,going,0.68,0.7,0.68,0.7,0.019999999999999907,0.7892019748687744,very_short_duration_review
-vxjVxOeScU$_$4,3,1,to,0.7,0.82,0.7,0.82,0.12,0.9976886510848999,
-vxjVxOeScU$_$4,4,1,talk,0.82,1.04,0.82,1.04,0.22000000000000008,0.993590235710144,
-vxjVxOeScU$_$4,5,1,about,1.04,1.5,1.04,1.5,0.45999999999999996,0.9980500936508179,
-vxjVxOeScU$_$4,6,1,their,1.5,2.02,1.5,2.02,0.52,0.9945363998413086,
-vxjVxOeScU$_$4,7,1,life,2.02,2.56,2.02,2.56,0.54,0.9828973412513733,
-vxjVxOeScU$_$4,8,1,their,3.0,3.1,3.0,3.1,0.10000000000000009,0.9952941536903381,
-vxjVxOeScU$_$4,9,1,marriage,3.1,3.78,3.1,3.78,0.6799999999999997,0.9992212057113647,
-vxjVxOeScU$_$4,10,1,and,4.52,4.82,4.52,4.82,0.3000000000000007,0.9781445860862732,
-vxjVxOeScU$_$4,11,1,usually,4.82,5.28,4.82,5.28,0.45999999999999996,0.9665372967720032,
-vxjVxOeScU$_$4,12,1,how,5.28,5.78,5.28,5.78,0.5,0.8586033582687378,
-vxjVxOeScU$_$4,13,1,amazing,5.78,6.2,5.78,6.2,0.41999999999999993,0.9987190961837769,
-vxjVxOeScU$_$4,14,1,it,6.2,6.52,6.2,6.52,0.3199999999999994,0.9920273423194885,
-vxjVxOeScU$_$4,15,1,is,6.52,6.74,6.52,6.74,0.22000000000000064,0.9988939166069031,
-vxjVxOeScU$_$4,16,1,that,6.74,6.94,6.74,6.94,0.20000000000000018,0.9753243923187256,
-vxjVxOeScU$_$4,17,1,they've,6.94,7.18,6.94,7.18,0.23999999999999932,0.963934063911438,
-vxjVxOeScU$_$4,18,1,stayed,7.18,7.4,7.18,7.4,0.22000000000000064,0.991422712802887,
-vxjVxOeScU$_$4,19,1,together,7.4,7.84,7.4,7.84,0.4399999999999995,0.9957637786865234,
-vxjVxOeScU$_$4,20,1,this,7.84,8.1,7.84,8.1,0.2599999999999998,0.9958497285842896,
-vxjVxOeScU$_$4,21,1,long,8.1,8.46,8.1,8.46,0.3600000000000012,0.9971633553504944,
-wMB_hJL-3o$_$7,1,1,So,0.4600000000000011,0.8200000000000005,0.4600000000000011,0.8200000000000005,0.35999999999999943,0.7709163427352905,
-wMB_hJL-3o$_$7,2,1,if,0.8200000000000005,1.18,0.8200000000000005,1.18,0.35999999999999943,0.9954408407211304,
-wMB_hJL-3o$_$7,3,1,you,1.18,1.3,1.18,1.3,0.1200000000000001,0.9989556074142456,
-wMB_hJL-3o$_$7,4,1,have,1.3,1.46,1.3,1.46,0.15999999999999992,0.9966654181480408,
-wMB_hJL-3o$_$7,5,1,a,1.46,1.58,1.46,1.58,0.1200000000000001,0.996220052242279,
-wMB_hJL-3o$_$7,6,1,loved,1.58,1.72,1.58,1.72,0.1399999999999999,0.995345413684845,
-wMB_hJL-3o$_$7,7,1,one,1.72,1.96,1.72,1.96,0.24,0.9876517057418823,
-wMB_hJL-3o$_$7,8,1,who,1.96,2.16,1.96,2.16,0.20000000000000018,0.9795497059822083,
-wMB_hJL-3o$_$7,9,1,is,2.16,2.26,2.16,2.26,0.09999999999999964,0.78432297706604,
-wMB_hJL-3o$_$7,10,1,depressed,2.26,2.74,2.26,2.74,0.4800000000000004,0.9971585273742676,
-wMB_hJL-3o$_$7,11,1,those,3.2,3.42,3.2,3.42,0.21999999999999975,0.9940489530563354,
-wMB_hJL-3o$_$7,12,1,are,3.42,3.56,3.42,3.56,0.14000000000000012,0.9978923201560974,
-wMB_hJL-3o$_$7,13,1,some,3.56,3.72,3.56,3.72,0.16000000000000014,0.9928411245346069,
-wMB_hJL-3o$_$7,14,1,of,3.72,3.84,3.72,3.84,0.11999999999999966,0.9889107942581177,
-wMB_hJL-3o$_$7,15,1,the,3.84,3.96,3.84,3.96,0.1200000000000001,0.9891125559806824,
-wMB_hJL-3o$_$7,16,1,things,3.96,4.16,3.96,4.16,0.20000000000000018,0.9981765747070312,
-wMB_hJL-3o$_$7,17,1,that,4.16,4.34,4.16,4.34,0.17999999999999972,0.8304092288017273,
-wMB_hJL-3o$_$7,18,1,you,4.34,4.5,4.34,4.5,0.16000000000000014,0.9987506866455078,
-wMB_hJL-3o$_$7,19,1,should,4.5,4.66,4.5,4.66,0.16000000000000014,0.9982243180274963,
-wMB_hJL-3o$_$7,20,1,think,4.66,4.84,4.66,4.84,0.17999999999999972,0.9970114231109619,
-wMB_hJL-3o$_$7,21,1,about,4.84,5.08,4.84,5.08,0.2400000000000002,0.9984706044197083,
-wMB_hJL-3o$_$7,22,1,doing,5.08,5.42,5.08,5.42,0.33999999999999986,0.9985622763633728,
-wny0OAz3g8$_$1,1,1,to,0.0,0.18,0.0,0.18,0.18,0.8846126198768616,
-wny0OAz3g8$_$1,2,1,join,0.18,0.42,0.18,0.42,0.24,0.9965988993644714,
-wny0OAz3g8$_$1,3,1,And,0.54,0.64,0.54,0.64,0.09999999999999998,0.9807155132293701,
-wny0OAz3g8$_$1,4,1,because,0.64,0.92,0.64,0.92,0.28,0.9736721515655518,
-wny0OAz3g8$_$1,5,1,they,0.92,1.08,0.92,1.08,0.16000000000000003,0.9977805018424988,
-wny0OAz3g8$_$1,6,1,couldn't,1.08,1.34,1.08,1.34,0.26,0.997534453868866,
-wny0OAz3g8$_$1,7,1,join,1.34,1.54,1.34,1.54,0.19999999999999996,0.9992221593856812,
-wny0OAz3g8$_$1,8,1,unions,1.54,1.9,1.54,1.9,0.3599999999999999,0.9867284893989563,
-wny0OAz3g8$_$1,9,1,many,2.18,2.32,2.18,2.32,0.13999999999999968,0.998460054397583,
-wny0OAz3g8$_$1,10,1,black,2.32,2.54,2.32,2.54,0.2200000000000002,0.6112076640129089,
-wny0OAz3g8$_$1,11,1,workers,2.54,2.82,2.54,2.82,0.2799999999999998,0.998166024684906,
-wny0OAz3g8$_$1,12,1,couldn't,2.82,3.2,2.82,3.2,0.38000000000000034,0.9979633986949921,
-wny0OAz3g8$_$1,13,1,get,3.2,3.34,3.2,3.34,0.13999999999999968,0.999030351638794,
-wny0OAz3g8$_$1,14,1,manufacturing,3.34,3.88,3.34,3.88,0.54,0.9981486797332764,
-wny0OAz3g8$_$1,15,1,or,3.88,4.12,3.88,4.12,0.2400000000000002,0.9933203458786011,
-wny0OAz3g8$_$1,16,1,trade,4.12,4.32,4.12,4.32,0.20000000000000018,0.9778196215629578,
-wny0OAz3g8$_$1,17,1,work,4.32,4.56,4.32,4.56,0.23999999999999932,0.9895039796829224,
-wny0OAz3g8$_$1,18,1,which,4.68,4.8,4.68,4.8,0.1200000000000001,0.9993017911911011,
-wny0OAz3g8$_$1,19,1,paid,4.8,5.02,4.8,5.02,0.21999999999999975,0.9932188391685486,
-wny0OAz3g8$_$1,20,1,much,5.02,5.26,5.02,5.26,0.2400000000000002,0.996817946434021,
-wny0OAz3g8$_$1,21,1,better,5.26,5.52,5.26,5.52,0.2599999999999998,0.9990678429603577,
-wny0OAz3g8$_$1,22,1,than,5.52,5.74,5.52,5.74,0.22000000000000064,0.9981337189674377,
-wny0OAz3g8$_$1,23,1,service,5.74,6.0,5.74,6.0,0.2599999999999998,0.9837241172790527,
-wny0OAz3g8$_$1,24,1,work,6.0,6.22,6.0,6.22,0.21999999999999975,0.9832769632339478,
-wny0OAz3g8$_$1,25,1,And,6.32,6.4,6.32,6.4,0.08000000000000007,0.9606344699859619,
-wny0OAz3g8$_$1,26,1,because,6.4,6.68,6.4,6.68,0.27999999999999936,0.9885077476501465,
-wny0OAz3g8$_$0,1,1,allow,1.08,1.62,1.08,1.62,0.54,0.00010040316556114703,
-wny0OAz3g8$_$0,2,1,black,1.62,1.92,1.62,1.92,0.2999999999999998,0.8064582943916321,
-wny0OAz3g8$_$0,3,1,workers,1.92,2.22,1.92,2.22,0.30000000000000027,0.9972713589668274,
-wny0OAz3g8$_$0,4,1,to,2.22,2.44,2.22,2.44,0.21999999999999975,0.9945987462997437,
-wny0OAz3g8$_$0,5,1,join,2.44,2.68,2.44,2.68,0.2400000000000002,0.9945573806762695,
-wny0OAz3g8$_$3,1,1,which,0.0,0.58,0.0,0.58,0.58,0.4149322807788849,
-wny0OAz3g8$_$3,2,1,then,0.58,0.88,0.58,0.88,0.30000000000000004,0.9824703335762024,
-wny0OAz3g8$_$3,3,1,allowed,0.88,1.1,0.88,1.1,0.22000000000000008,0.99709153175354,
-wny0OAz3g8$_$3,4,1,the,1.1,1.26,1.1,1.26,0.15999999999999992,0.9628600478172302,
-wny0OAz3g8$_$3,5,1,white,1.26,1.4,1.26,1.4,0.1399999999999999,0.8468011617660522,
-wny0OAz3g8$_$3,6,1,workers,1.4,1.7,1.4,1.7,0.30000000000000004,0.9964430928230286,
-wny0OAz3g8$_$3,7,1,and,1.7,1.86,1.7,1.86,0.16000000000000014,0.5453421473503113,
-wny0OAz3g8$_$3,8,1,unions,1.86,2.1,1.86,2.1,0.24,0.9934881925582886,
-wny0OAz3g8$_$3,9,1,to,2.1,2.36,2.1,2.36,0.2599999999999998,0.9930552840232849,
-wny0OAz3g8$_$3,10,1,justify,2.36,2.76,2.36,2.76,0.3999999999999999,0.9988456964492798,
-wny0OAz3g8$_$3,11,1,their,2.76,2.98,2.76,2.98,0.2200000000000002,0.995563268661499,
-wny0OAz3g8$_$3,12,1,decision,2.98,3.22,2.98,3.22,0.2400000000000002,0.9842772483825684,
-wny0OAz3g8$_$3,13,1,to,3.22,3.46,3.22,3.46,0.23999999999999977,0.9844169020652771,
-wny0OAz3g8$_$3,14,1,not,3.46,3.66,3.46,3.66,0.20000000000000018,0.9971388578414917,
-wny0OAz3g8$_$3,15,1,allow,3.66,3.98,3.66,3.98,0.31999999999999984,0.9967997074127197,
-wny0OAz3g8$_$3,16,1,black,3.98,4.2,3.98,4.2,0.2200000000000002,0.8670766949653625,
-wny0OAz3g8$_$3,17,1,workers,4.2,4.6,4.2,4.6,0.39999999999999947,0.9985361099243164,
-wny0OAz3g8$_$3,18,1,into,4.6,4.96,4.6,4.96,0.3600000000000003,0.981569766998291,
-wny0OAz3g8$_$3,19,1,their,4.96,5.16,4.96,5.16,0.20000000000000018,0.9920237064361572,
-wny0OAz3g8$_$3,20,1,union,5.16,5.52,5.16,5.52,0.35999999999999943,0.9730509519577026,
-wny0OAz3g8$_$3,21,1,The,5.7,5.76,5.7,5.76,0.05999999999999961,0.9272322654724121,
-wny0OAz3g8$_$3,22,1,prevailing,5.76,6.06,5.76,6.06,0.2999999999999998,0.2038278877735138,
-wny0OAz3g8$_$2,1,1,service,0.0,0.22,0.0,0.22,0.22,0.5453165173530579,
-wny0OAz3g8$_$2,2,1,work,0.22,0.48,0.22,0.48,0.26,0.9764246940612793,
-wny0OAz3g8$_$2,3,1,And,0.56,0.64,0.56,0.64,0.07999999999999996,0.9707150459289551,
-wny0OAz3g8$_$2,4,1,because,0.64,0.94,0.64,0.94,0.29999999999999993,0.9673652052879333,
-wny0OAz3g8$_$2,5,1,they,0.94,1.12,0.94,1.12,0.18000000000000016,0.9961395859718323,
-wny0OAz3g8$_$2,6,1,couldn't,1.12,1.32,1.12,1.32,0.19999999999999996,0.9953551888465881,
-wny0OAz3g8$_$2,7,1,get,1.32,1.44,1.32,1.44,0.11999999999999988,0.9976676106452942,
-wny0OAz3g8$_$2,8,1,these,1.44,1.62,1.44,1.62,0.18000000000000016,0.9792201519012451,
-wny0OAz3g8$_$2,9,1,jobs,1.62,1.96,1.62,1.96,0.33999999999999986,0.9959213733673096,
-wny0OAz3g8$_$2,10,1,black,2.34,2.36,2.34,2.36,0.020000000000000018,0.7389523983001709,
-wny0OAz3g8$_$2,11,1,communities,2.36,2.64,2.36,2.64,0.28000000000000025,0.9953574538230896,
-wny0OAz3g8$_$2,12,1,had,2.64,2.9,2.64,2.9,0.2599999999999998,0.9970554113388062,
-wny0OAz3g8$_$2,13,1,more,2.9,3.08,2.9,3.08,0.18000000000000016,0.9981073141098022,
-wny0OAz3g8$_$2,14,1,men,3.08,3.24,3.08,3.24,0.16000000000000014,0.9934161901473999,
-wny0OAz3g8$_$2,15,1,out,3.24,3.38,3.24,3.38,0.13999999999999968,0.995663583278656,
-wny0OAz3g8$_$2,16,1,of,3.38,3.48,3.38,3.48,0.10000000000000009,0.9937258362770081,
-wny0OAz3g8$_$2,17,1,work,3.48,3.68,3.48,3.68,0.20000000000000018,0.9972935318946838,
-wny0OAz3g8$_$2,18,1,higher,4.02,4.16,4.02,4.16,0.14000000000000057,0.9966539144515991,
-wny0OAz3g8$_$2,19,1,rates,4.16,4.36,4.16,4.36,0.20000000000000018,0.997638463973999,
-wny0OAz3g8$_$2,20,1,of,4.36,4.48,4.36,4.48,0.1200000000000001,0.9992456436157227,
-wny0OAz3g8$_$2,21,1,poverty,4.48,4.78,4.48,4.78,0.2999999999999998,0.9993632435798645,
-wny0OAz3g8$_$2,22,1,and,4.96,5.06,4.96,5.06,0.09999999999999964,0.9969226717948914,
-wny0OAz3g8$_$2,23,1,more,5.06,5.22,5.06,5.22,0.16000000000000014,0.9970056414604187,
-wny0OAz3g8$_$2,24,1,criminal,5.22,5.52,5.22,5.52,0.2999999999999998,0.9980100989341736,
-wny0OAz3g8$_$2,25,1,behavior,5.52,5.88,5.52,5.88,0.3600000000000003,0.9802548289299011,
-wny0OAz3g8$_$5,1,1,This,0.0,0.68,0.0,0.68,0.68,0.6443173885345459,
-wny0OAz3g8$_$5,2,1,is,0.68,0.84,0.68,0.84,0.15999999999999992,0.9929373860359192,
-wny0OAz3g8$_$5,3,1,what's,0.84,1.1,0.84,1.1,0.2600000000000001,0.9159033894538879,
-wny0OAz3g8$_$5,4,1,now,1.1,1.24,1.1,1.24,0.1399999999999999,0.9919345378875732,
-wny0OAz3g8$_$5,5,1,known,1.24,1.44,1.24,1.44,0.19999999999999996,0.9913620352745056,
-wny0OAz3g8$_$5,6,1,as,1.44,1.66,1.44,1.66,0.21999999999999997,0.9970502853393555,
-wny0OAz3g8$_$5,7,1,racial,1.66,1.92,1.66,1.92,0.26,0.6970123648643494,
-wny0OAz3g8$_$5,8,1,formation,1.92,2.28,1.92,2.28,0.3599999999999999,0.9968405961990356,
-wny0OAz3g8$_$5,9,1,theory,2.28,2.76,2.28,2.76,0.48,0.9984117746353149,
-wny0OAz3g8$_$5,10,1,a,3.12,3.16,3.12,3.16,0.040000000000000036,0.9941315054893494,
-wny0OAz3g8$_$5,11,1,theory,3.16,3.3,3.16,3.3,0.13999999999999968,0.9976300001144409,
-wny0OAz3g8$_$5,12,1,formalized,3.3,3.86,3.3,3.86,0.56,0.9880799949169159,
-wny0OAz3g8$_$5,13,1,by,3.86,4.04,3.86,4.04,0.18000000000000016,0.9986662864685059,
-wny0OAz3g8$_$5,14,1,modern,4.04,4.3,4.04,4.3,0.2599999999999998,0.9813916683197021,
-wny0OAz3g8$_$5,15,1,sociologists,4.3,4.86,4.3,4.86,0.5600000000000005,0.9584224621454874,
-wny0OAz3g8$_$5,16,1,Michael,4.86,5.1,4.86,5.1,0.23999999999999932,0.9284737706184387,
-wny0OAz3g8$_$5,17,1,Omi,5.1,5.44,5.1,5.44,0.34000000000000075,0.5760663747787476,
-wny0OAz3g8$_$5,18,1,and,5.44,5.62,5.44,5.62,0.17999999999999972,0.9888598918914795,
-wny0OAz3g8$_$5,19,1,Howard,5.62,5.88,5.62,5.88,0.2599999999999998,0.9945715069770813,
-wny0OAz3g8$_$5,20,1,Winant,5.88,6.16,5.88,6.16,0.28000000000000025,0.6454471796751022,
-wny0OAz3g8$_$7,1,1,forces,0.0,0.44,0.0,0.44,0.44,0.4148784279823303,
-wny0OAz3g8$_$7,2,1,Omi,0.62,0.72,0.62,0.72,0.09999999999999998,0.1976781114935875,
-wny0OAz3g8$_$7,3,1,and,0.72,0.84,0.72,0.84,0.12,0.9267012476921082,
-wny0OAz3g8$_$7,4,1,Winant,0.84,1.0,0.84,1.0,0.16000000000000003,0.2812475562095642,
-wny0OAz3g8$_$7,5,1,argue,1.0,1.26,1.0,1.26,0.26,0.6568751335144043,
-wny0OAz3g8$_$7,6,1,that,1.26,1.44,1.26,1.44,0.17999999999999994,0.974907398223877,
-wny0OAz3g8$_$7,7,1,the,1.44,1.54,1.44,1.54,0.10000000000000009,0.9905010461807251,
-wny0OAz3g8$_$7,8,1,concept,1.54,1.84,1.54,1.84,0.30000000000000004,0.9954256415367126,
-wny0OAz3g8$_$7,9,1,of,1.84,2.02,1.84,2.02,0.17999999999999994,0.9987730383872986,
-wny0OAz3g8$_$7,10,1,race,2.02,2.2,2.02,2.2,0.18000000000000016,0.9675719738006592,
-wny0OAz3g8$_$7,11,1,came,2.2,2.44,2.2,2.44,0.23999999999999977,0.9948329925537109,
-wny0OAz3g8$_$7,12,1,about,2.44,2.64,2.44,2.64,0.20000000000000018,0.9936390519142151,
-wny0OAz3g8$_$7,13,1,as,2.64,2.84,2.64,2.84,0.19999999999999973,0.9935240745544434,
-wny0OAz3g8$_$7,14,1,a,2.84,2.9,2.84,2.9,0.06000000000000005,0.9910423755645752,
-wny0OAz3g8$_$7,15,1,tool,2.9,3.1,2.9,3.1,0.20000000000000018,0.9971442818641663,
-wny0OAz3g8$_$7,16,1,to,3.1,3.28,3.1,3.28,0.17999999999999972,0.9944789409637451,
-wny0OAz3g8$_$7,17,1,justify,3.28,3.72,3.28,3.72,0.4400000000000004,0.9957922697067261,
-wny0OAz3g8$_$7,18,1,and,3.72,3.96,3.72,3.96,0.23999999999999977,0.9931406378746033,
-wny0OAz3g8$_$7,19,1,maintain,3.96,4.36,3.96,4.36,0.40000000000000036,0.9985223412513733,
-wny0OAz3g8$_$7,20,1,the,4.36,4.6,4.36,4.6,0.23999999999999932,0.9913724660873413,
-wny0OAz3g8$_$7,21,1,economic,4.6,4.98,4.6,4.98,0.3800000000000008,0.9989080429077148,
-wny0OAz3g8$_$7,22,1,and,4.98,5.2,4.98,5.2,0.21999999999999975,0.9976995587348938,
-wny0OAz3g8$_$7,23,1,political,5.2,5.5,5.2,5.5,0.2999999999999998,0.9988113641738892,
-wny0OAz3g8$_$7,24,1,power,5.5,5.9,5.5,5.9,0.40000000000000036,0.9953559637069702,
-wny0OAz3g8$_$7,25,1,held,5.9,6.18,5.9,6.18,0.27999999999999936,0.992347002029419,
-wny0OAz3g8$_$7,26,1,by,6.18,6.38,6.18,6.38,0.20000000000000018,0.9985785484313965,
-wny0OAz3g8$_$7,27,1,those,6.38,6.5,6.38,6.5,0.1200000000000001,0.9862087965011597,
-wny0OAz3g8$_$7,28,1,of,6.5,6.66,6.5,6.66,0.16000000000000014,0.9981814622879028,
-wny0OAz3g8$_$7,29,1,European,6.66,7.0,6.66,7.0,0.33999999999999986,0.9937366247177124,
-wny0OAz3g8$_$7,30,1,descent,7.0,7.4,7.0,7.4,0.40000000000000036,0.9260830283164978,
-wny0OAz3g8$_$7,31,1,Another,7.64,7.78,7.64,7.78,0.14000000000000057,0.9353790283203125,
-wny0OAz3g8$_$7,32,0,-,7.78,7.88,7.78,7.88,,0.053627606481313705,nonlexical_punctuation_item
-wny0OAz3g8$_$9,1,1,Wilson,0.0,0.38,0.0,0.38,0.38,0.7247206568717957,
-wny0OAz3g8$_$9,2,1,He,0.54,0.62,0.54,0.62,0.07999999999999996,0.9695562124252319,
-wny0OAz3g8$_$9,3,1,explores,0.62,0.92,0.62,0.92,0.30000000000000004,0.9961183071136475,
-wny0OAz3g8$_$9,4,1,why,0.92,1.16,0.92,1.16,0.23999999999999988,0.9934296011924744,
-wny0OAz3g8$_$9,5,1,black,1.16,1.32,1.16,1.32,0.16000000000000014,0.7629705667495728,
-wny0OAz3g8$_$9,6,1,and,1.32,1.46,1.32,1.46,0.1399999999999999,0.9510642290115356,
-wny0OAz3g8$_$9,7,1,white,1.46,1.6,1.46,1.6,0.14000000000000012,0.9987139701843262,
-wny0OAz3g8$_$9,8,1,Americans,1.6,1.96,1.6,1.96,0.3599999999999999,0.9803377389907837,
-wny0OAz3g8$_$9,9,1,tend,1.96,2.22,1.96,2.22,0.26000000000000023,0.9941719174385071,
-wny0OAz3g8$_$9,10,1,to,2.22,2.36,2.22,2.36,0.13999999999999968,0.9980813264846802,
-wny0OAz3g8$_$9,11,1,have,2.36,2.52,2.36,2.52,0.16000000000000014,0.9984960556030273,
