sample_id,comparison_operation,official_token_index,official_token,whisper_token_index,whisper_token,critical_token_difference,whisper_start_time_wav_s,whisper_end_time_wav_s,whisper_start_time_source_s,whisper_end_time_source_s,whisper_time_automatic_flags,timestamp_comparison_note
-THoVjtIkeU$_$12,match,17,anything,16,anything,False,5.76,5.98,5.76,5.98,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,18,is,17,is,False,5.98,6.24,5.98,6.24,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,19,possible,18,possible,False,6.24,6.64,6.24,6.64,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,20,if,19,if,False,6.8,6.84,6.8,6.84,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,21,we,20,we,False,6.84,7.14,6.84,7.14,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,22,believe,21,believe,False,7.14,7.94,7.14,7.94,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,23,that,22,that,False,7.94,8.84,7.94,8.84,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,24,social,23,social,False,8.84,9.64,8.84,9.64,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,25,justice,24,justice,False,9.64,10.04,9.64,10.04,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,26,can,25,can,False,10.04,10.32,10.04,10.32,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,27,be,26,be,False,10.32,10.5,10.32,10.5,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,28,achieved,27,achieved,False,10.5,10.82,10.5,10.82,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,29,and,28,and,False,10.96,11.06,10.96,11.06,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,30,if,29,if,False,11.06,11.16,11.06,11.16,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,31,we,30,we,False,11.16,11.3,11.16,11.3,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,32,believe,31,believe,False,11.3,11.72,11.3,11.72,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,33,in,32,in,False,11.72,12.02,11.72,12.02,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,34,youth,33,youth,False,12.02,12.38,12.02,12.38,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,35,they,34,they,False,12.9,13.2,12.9,13.2,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,36,will,35,will,False,13.2,13.32,13.2,13.32,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,37,believe,36,believe,False,13.32,13.52,13.32,13.52,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,38,in,37,in,False,13.52,13.68,13.52,13.68,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$12,match,39,themselves,38,themselves,False,13.68,13.96,13.68,13.96,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,1,I,1,I,False,0.0,0.1,0.0,0.1,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,2,think,2,think,False,0.1,0.4,0.1,0.4,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,3,social,3,social,False,0.4,1.36,0.4,1.36,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,4,justice,4,justice,False,1.36,1.66,1.36,1.66,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,5,is,5,is,False,1.66,1.92,1.66,1.92,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,6,extremely,6,extremely,False,1.92,2.24,1.92,2.24,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,7,important,7,important,False,2.24,2.7,2.24,2.7,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,8,for,8,for,False,2.7,2.98,2.7,2.98,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,9,young,9,young,False,2.98,3.2,2.98,3.2,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$2,match,10,people,10,people,False,3.2,3.58,3.2,3.58,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,substitution,1,You,1,I,False,0.0,0.64,0.0,0.64,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,substitution,2,know,2,think,False,0.64,1.08,0.64,1.08,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,3,that,3,that,False,1.08,1.36,1.08,1.36,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,deletion_official,4,I,,,False,,,,,,原文词时间待MFA步骤
-THoVjtIkeU$_$6,deletion_official,5,think,,,False,,,,,,原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,6,listening,4,listening,False,1.36,1.76,1.36,1.76,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,7,to,5,to,False,1.76,2.02,1.76,2.02,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,8,young,6,young,False,2.02,2.18,2.02,2.18,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,9,people,7,people,False,2.18,2.56,2.18,2.56,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,10,taking,8,taking,False,2.66,2.88,2.66,2.88,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,11,in,9,in,False,2.88,3.16,2.88,3.16,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,12,what,10,what,False,3.16,3.34,3.16,3.34,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,13,they,11,they,False,3.34,3.52,3.34,3.52,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,14,have,12,have,False,3.52,3.72,3.52,3.72,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,15,to,13,to,False,3.72,3.88,3.72,3.88,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,16,say,14,say,False,3.88,4.12,3.88,4.12,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,17,because,15,because,False,4.34,4.44,4.34,4.44,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,18,what,16,what,False,4.44,4.96,4.44,4.96,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,deletion_official,19,we,,,False,,,,,,原文词时间待MFA步骤
-THoVjtIkeU$_$6,substitution,20,have,17,we've,False,4.96,5.24,4.96,5.24,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,21,seen,18,seen,False,5.24,5.4,5.24,5.4,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,22,all,19,all,False,5.4,5.68,5.4,5.68,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,23,around,20,around,False,5.68,5.9,5.68,5.9,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,24,the,21,the,False,5.9,6.04,5.9,6.04,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,25,world,22,world,False,6.04,6.28,6.04,6.28,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,26,is,23,is,False,6.28,6.56,6.28,6.56,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,27,the,24,the,False,6.56,6.7,6.56,6.7,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,28,power,25,power,False,6.7,6.96,6.7,6.96,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,29,of,26,of,False,6.96,7.24,6.96,7.24,,Whisper估计时间；原文词时间待MFA步骤
-THoVjtIkeU$_$6,match,30,youth,27,youth,False,7.24,7.44,7.24,7.44,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,1,And,1,And,False,0.0,0.54,0.0,0.54,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,2,all,2,all,False,0.54,0.78,0.54,0.78,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,3,of,3,of,False,0.78,0.92,0.78,0.92,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,4,them,4,them,False,0.92,1.06,0.92,1.06,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,5,are,5,are,False,1.06,1.32,1.06,1.32,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,6,really,6,really,False,1.32,1.58,1.32,1.58,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,7,being,7,being,False,1.58,1.84,1.58,1.84,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,8,able,8,able,False,1.84,2.66,1.84,2.66,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,9,to,9,to,False,2.66,2.9,2.66,2.9,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,10,explore,10,explore,False,2.9,3.5,2.9,3.5,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,11,these,11,these,False,3.5,4.22,3.5,4.22,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,12,different,12,different,False,4.22,4.74,4.22,4.74,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,13,areas,13,areas,False,4.74,5.12,4.74,5.12,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,14,in,14,in,False,5.12,5.64,5.12,5.64,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,15,depth,15,depth,False,5.64,6.24,5.64,6.24,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,16,in,16,in,False,6.24,6.62,6.24,6.62,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,17,a,17,a,False,6.62,6.74,6.62,6.74,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,18,way,18,way,False,6.74,6.92,6.74,6.92,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,19,that,19,that,False,6.92,7.2,6.92,7.2,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,20,really,20,really,False,7.2,7.46,7.2,7.46,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,21,wasn't,21,wasn't,False,7.46,7.78,7.46,7.78,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,22,available,22,available,False,7.78,8.12,7.78,8.12,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,23,before,23,before,False,8.12,8.62,8.12,8.62,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,24,the,24,the,False,8.62,8.8,8.62,8.8,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,25,center,25,center,False,8.8,9.04,8.8,9.04,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,26,was,26,was,False,9.04,9.34,9.04,9.34,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$1,match,27,here,27,here,False,9.34,9.7,9.34,9.7,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$0,match,1,it's,1,It's,False,0.0,0.14,0.0,0.14,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$0,match,2,amazing,2,amazing,False,0.14,0.54,0.14,0.54,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$0,match,3,to,3,to,False,0.54,1.0,0.54,1.0,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$0,match,4,see,4,see,False,1.0,1.24,1.0,1.24,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$0,match,5,their,5,their,False,1.24,1.46,1.24,1.46,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$0,match,6,enthusiasm,6,enthusiasm,False,1.46,2.0,1.46,2.0,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$0,match,7,and,7,and,False,2.0,2.4,2.0,2.4,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$0,match,8,their,8,their,False,2.4,2.52,2.4,2.52,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$0,match,9,passion,9,passion,False,2.52,2.94,2.52,2.94,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$3,match,1,My,1,My,False,0.0,0.64,0.0,0.64,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$3,match,2,goal,2,goal,False,0.64,0.9,0.64,0.9,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$3,match,3,is,3,is,False,0.9,1.32,0.9,1.32,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$3,match,4,to,4,to,False,1.32,1.62,1.32,1.62,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$3,match,5,become,5,become,False,1.62,2.0,1.62,2.0,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$3,match,6,a,6,a,False,2.0,2.66,2.0,2.66,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$3,match,7,human,7,human,False,2.66,2.82,2.66,2.82,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$3,match,8,rights,8,rights,False,2.82,3.14,2.82,3.14,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$3,match,9,lawyer,9,lawyer,False,3.14,3.52,3.14,3.52,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,1,I,1,I,False,0.0,0.62,0.0,0.62,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,2,ended,2,ended,False,0.62,0.76,0.62,0.76,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,3,up,3,up,False,0.76,0.92,0.76,0.92,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,4,going,4,going,False,0.92,1.06,0.92,1.06,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,5,to,5,to,False,1.06,1.24,1.06,1.24,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,6,work,6,work,False,1.24,1.4,1.24,1.4,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,7,for,7,for,False,1.4,1.78,1.4,1.78,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,8,the,8,the,False,1.78,1.94,1.78,1.94,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,insertion_whisper,,,9,U,False,1.94,2.04,1.94,2.04,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,substitution,9,US,10,S,False,2.04,2.2,2.04,2.2,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,10,government,11,government,False,2.38,2.52,2.38,2.52,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,11,as,12,as,False,2.52,2.92,2.52,2.92,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,12,an,13,an,False,2.92,3.08,2.92,3.08,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,13,intelligence,14,intelligence,False,3.08,3.4,3.08,3.4,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,14,analyst,15,analyst,False,3.4,4.04,3.4,4.04,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,15,specializing,16,specializing,False,4.6,5.44,4.6,5.44,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,16,in,17,in,False,5.44,5.84,5.44,5.84,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,17,war,18,war,False,5.84,6.06,5.84,6.06,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,18,crimes,19,crimes,False,6.06,6.34,6.06,6.34,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,19,and,20,and,False,6.34,6.5,6.34,6.5,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,20,human,21,human,False,6.5,6.62,6.5,6.62,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,21,rights,22,rights,False,6.62,6.86,6.62,6.86,,Whisper估计时间；原文词时间待MFA步骤
-UuX1xuaiiE$_$6,match,22,issues,23,issues,False,6.86,7.2,6.86,7.2,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,1,And,1,And,False,0.0,0.84,0.0,0.84,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,2,if,2,if,False,0.84,1.14,0.84,1.14,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,3,you,3,you,False,1.14,1.34,1.14,1.34,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,4,clip,4,clip,False,1.34,1.68,1.34,1.68,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,5,coupons,5,coupons,False,1.68,2.22,1.68,2.22,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,6,if,6,if,False,2.74,2.78,2.74,2.78,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,7,you,7,you,False,2.78,2.92,2.78,2.92,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,8,don't,8,don't,False,2.92,3.24,2.92,3.24,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,9,go,9,go,False,3.24,3.44,3.24,3.44,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,10,out,10,out,False,3.44,3.68,3.44,3.68,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,11,for,11,for,False,3.68,3.88,3.68,3.88,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,12,dinner,12,dinner,False,3.88,4.14,3.88,4.14,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,13,and,13,and,False,4.14,4.54,4.14,4.54,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,14,movies,14,movies,False,4.54,5.06,4.54,5.06,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,15,and,15,and,False,5.06,5.32,5.06,5.32,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,16,things,16,things,False,5.32,5.52,5.32,5.52,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,17,of,17,of,False,5.52,5.66,5.52,5.66,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,18,that,18,that,False,5.66,5.8,5.66,5.8,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,19,nature,19,nature,False,5.8,6.26,5.8,6.26,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,20,and,20,and,False,6.82,7.06,6.82,7.06,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,21,try,21,try,False,7.06,7.32,7.06,7.32,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,22,to,22,to,False,7.32,7.46,7.32,7.46,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,23,take,23,take,False,7.46,7.64,7.46,7.64,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,24,up,24,up,False,7.64,7.8,7.64,7.8,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,25,things,25,things,False,7.8,8.18,7.8,8.18,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,26,in,26,in,False,8.18,8.44,8.18,8.44,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,27,life,27,life,False,8.44,8.76,8.44,8.76,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,28,that,28,that,False,8.76,9.0,8.76,9.0,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,29,well,29,well,False,9.06,9.28,9.06,9.28,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,30,they,30,they,False,9.5,9.58,9.5,9.58,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,31,always,31,always,False,9.58,9.86,9.58,9.86,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,32,say,32,say,False,9.86,10.14,9.86,10.14,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,33,the,33,the,False,10.22,10.32,10.22,10.32,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,34,best,34,best,False,10.32,10.5,10.32,10.5,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,35,things,35,things,False,10.5,10.72,10.5,10.72,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,36,in,36,in,False,10.72,10.9,10.72,10.9,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,37,life,37,life,False,10.9,11.12,10.9,11.12,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,38,are,38,are,False,11.12,11.32,11.12,11.32,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,39,free,39,free,False,11.32,11.7,11.32,11.7,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,40,Reading,40,Reading,False,12.42,12.62,12.42,12.62,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,41,a,41,a,False,12.62,12.86,12.62,12.86,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,42,book,42,book,False,12.86,13.18,12.86,13.18,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,43,going,43,going,False,13.8,14.54,13.8,14.54,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,44,for,44,for,False,14.54,14.76,14.54,14.76,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,45,a,45,a,False,14.76,14.86,14.76,14.86,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,46,nice,46,nice,False,14.86,15.04,14.86,15.04,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,47,walk,47,walk,False,15.04,15.46,15.04,15.46,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,48,and,48,and,False,15.54,15.62,15.54,15.62,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,49,of,49,of,False,15.62,15.68,15.62,15.68,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,50,course,50,course,False,15.68,15.84,15.68,15.84,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,51,combining,51,combining,False,15.84,16.36,15.84,16.36,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,52,exercise,52,exercise,False,16.36,17.02,16.36,17.02,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,53,and,53,and,False,17.02,17.3,17.02,17.3,,Whisper估计时间；原文词时间待MFA步骤
-a55Q6RWvTA$_$3,match,54,various,54,various,False,17.3,17.54,17.3,17.54,,Whisper估计时间；原文词时间待MFA步骤
